"filename", "language", "Java", "XML", "Java Properties", "comment", "blank", "total"
"d:\School Projects\BasicGraphics-main\FinalProject\src\boardgame\Piece.java", "Java", -9, 0, 0, -9, -2, -20
"d:\School Projects\BasicGraphics-main\FinalProject\src\boardgame\Player.java", "Java", -5, 0, 0, -9, -3, -17
"d:\School Projects\BasicGraphics-main\FinalProject\src\langtonsant\Ant.java", "Java", -48, 0, 0, -9, -3, -60
"d:\School Projects\BasicGraphics-main\FinalProject\src\langtonsant\AntSprite.java", "Java", -48, 0, 0, -9, -7, -64
"d:\School Projects\BasicGraphics-main\FinalProject\src\lightsout\LightsOutGame.java", "Java", -50, 0, 0, -4, -13, -67
"d:\School Projects\BasicGraphics-main\FinalProject\src\lightsout\Tile.java", "Java", -57, 0, 0, -3, -14, -74
"d:\School Projects\BasicGraphics-main\FinalProject\src\maze\Cell.java", "Java", -10, 0, 0, -20, -4, -34
"d:\School Projects\BasicGraphics-main\FinalProject\src\maze\Maze.java", "Java", -273, 0, 0, -39, -25, -337
"d:\School Projects\BasicGraphics-main\FinalProject\src\maze\MazePathFinder.java", "Java", -62, 0, 0, -9, -4, -75
"d:\School Projects\BasicGraphics-main\FinalProject\src\maze\MazeViz.java", "Java", -82, 0, 0, -9, -6, -97
"d:\School Projects\BasicGraphics-main\FinalProject\src\maze\PathFinder.java", "Java", -8, 0, 0, -83, -6, -97
"d:\School Projects\BasicGraphics-main\FinalProject\src\maze\Pos.java", "Java", -20, 0, 0, -15, -3, -38
"d:\School Projects\BasicGraphics-main\FinalProject\src\myFinalProject\gamePlayer.java", "Java", 0, 0, 0, 0, 2, 2
"d:\School Projects\BasicGraphics-main\FinalProject\src\prog\game\Dice.java", "Java", -66, 0, 0, -10, -5, -81
"d:\School Projects\BasicGraphics-main\FinalProject\src\prog\game\Game.java", "Java", -339, 0, 0, -53, -31, -423
"d:\School Projects\BasicGraphics-main\FinalProject\src\prog\game\Game2.java", "Java", -384, 0, 0, -14, -43, -441
"d:\School Projects\BasicGraphics-main\FinalProject\src\prog\game\ProgSpriteComponent.java", "Java", -50, 0, 0, -9, -6, -65
"d:\School Projects\BasicGraphics-main\FinalProject\src\robosorter\Board.java", "Java", -101, 0, 0, -18, -12, -131
"d:\School Projects\BasicGraphics-main\FinalProject\src\robosorter\EggSorter.java", "Java", -127, 0, 0, -10, -5, -142
"d:\School Projects\BasicGraphics-main\FinalProject\src\robosorter\MartianEgg.java", "Java", -31, 0, 0, -9, -3, -43
"d:\School Projects\BasicGraphics-main\FinalProject\src\robosorter\Mover.java", "Java", -54, 0, 0, -9, -8, -71
"d:\School Projects\BasicGraphics-main\FinalProject\src\robosorter\Robo.java", "Java", -42, 0, 0, -9, -4, -55
"d:\School Projects\BasicGraphics-main\FinalProject\src\trees\BTree.java", "Java", -67, 0, 0, -5, -10, -82
"d:\School Projects\BasicGraphics-main\FinalProject\src\walkthedog\WalkDog.java", "Java", -57, 0, 0, -9, -4, -70
"Total", "-", -9346, -1661, -98, -1472, -679, -13256
